S_No,Place,Gauge,Meena
1868,RD,11,
1869,RD,11,
1870,RD,12,
1871,,,
1872,RD,12,
1873,RD,11,
1874,RD,11,
1875,RD,11,
1876,RD,11,
1877,RD,11,
1878,RD,11,
1879,RD,11,
1880,RD,11,
1881,,,
1882,RD,12,
1883,RD,12,
1884,RD,12,
1885,RD,12,
1886,RD,12,
1887,RD,12,
1888,RD,12,
1889,,,
1890,RD,12,
1891,RD,11,
1892,RD,11,
1893,,,
1894,RD,11,
1895,RD,11,
1896,RD,11,
1897,RD,11,
1898,,,
1899,,,
1900,,,
1901,RD,12,
1902,RD,12,
1903,RD,13,
1904,RD,13,
1905,RD,13,
1906,RD,13,
1907,RD,13,
1908,RD,12,
1909,RD,12,
1910,RD,13,
1911,,,
1912,RD,13,
1913,,,
1914,RD,12,
1915,RD,12,
1916,RD,12,
1917,,,
1918,RD,12,
1919,RD,13,
1920,RD,13,
1921,,,
1922,RD,13,
1923,RD,13,
1924,,,
1925,RD,12,
1926,RD,12,
1927,,,
1928,,,
1929,RD,13,
1930,RD,13,
1931,RD,13,
1932,RD,13,
1933,RD,12,
1934,RD,12,
1935,RD,12,
1936,RD,13,
1937,,,
1938,,,
1939,RD,12,
1940,,,
1941,,,
1942,,,
1943,RD,13,
1944,,,
1945,,,
1946,,,
1947,H,12,
1948,H,12,
1949,H,13,
1950,H,13,
1951,H,13,
1952,,,
1953,,,
1954,RD,13,
1955,RD,13,
1956,RD,13,
1957,RD,13,
1958,RD,13,
1959,,,
1960,RD,13,
1961,RD,13,
1962,RD,13,
1963,RD,12,
1964,,,
1965,RD,13,
1966,,,
1967,RD,12,
1968,,,
1969,,,
1970,RD,13,
1971,,,
1972,,,
1973,RD,13,
1974,,,
1975,,,
1976,RD,13,
1977,,,
1978,,,
1979,RD,13,
1980,,,
1981,,,
1982,RD,12,
1983,RD,12,
1984,,,
1985,RD,13,
1986,RD,13,
1987,,,
1988,RD,13,
1989,,,
1990,,,
1991,RD,13,
1992,,,
1993,,,
1994,RD,12,
1995,,,
1996,,,
1997,RD,12,
1998,,,
1999,RD,12,
2000,RD,12,
2001,RD,8,
2002,RD,8,
2003,RD,8,
2004,RD,8,
2005,RD,9,
2006,RD,9,
2007,RD,9,
2008,RD,8,
2009,RD,8,
2010,RD,8,
2011,RD,8,
2012,RD,8,
2013,RD,8,
2014,RD,8,
2015,RD,8,
2016,RD,8,
2017,RD,8,
2018,RD,8,
2019,RD,9,
2020,RD,9,
2021,RD,9,
2022,RD,7,
2023,RD,7,
2024,RD,7,
2025,RD,7,
2026,RD,8,
2027,RD,8,
2028,RD,8,
2029,RD,8,
2030,RD,8,
2031,RD,8,
2032,RD,7,
2033,RD,7,
2034,,,
2035,RD,10,
2036,RD,10,
2037,RD,8,
2038,RD,8,
2039,RD,8,
2040,RD,8,
2041,RD,8,
2042,RD,8,
2043,,,
2044,,,
2045,,,
2046,,,
2047,RD,9,
2048,RD,9,
2049,,,
2050,,,
2051,,,
2052,RD,9,
2053,RD,9,
2054,,,
2055,RD,8,
2056,RD,8,
2057,,,
2058,RD,8,
2059,RD,8,
2060,RD,8,
2061,RD,8,
2062,RD,8,
2063,RD,8,
2064,,,
2065,RD,8,
2066,H,10,
2067,H,10,
2068,H,10,
2069,,,
2070,,,
2071,,,
2072,,,
2073,,,
2074,RD,9,
2075,RD,10,
2076,RD,10,
2077,RD,10,
2078,RD,9,
2079,RD,9,
2080,RD,9,
2081,RD,9,
2082,RD,8,
2083,RD,8,
2084,RD,8,
2085,RD,8,
2086,RD,8,
2087,RD,8,
2088,RD,8,
2089,RD,8,
2090,RD,8,
2091,RD,10,
2092,RD,10,
2093,RD,10,
2094,RD,10,
2095,,,
2096,,,
2097,,,
2098,,,
2099,,,
2100,X,,
2101,B,8,
2102,B,8,
2103,B,8,
2104,B,8,
2105,B,9,
2106,B,9,
2107,B,9,
2108,B,9,
2109,,,
2110,B,9,
2111,B,9,
2112,B,9,
2113,B,9,
2114,B,9,
2115,B,9,
2116,B,9,
2117,B,9,
2118,B,9,
2119,B,9,
2120,,,
2121,B,8,
2122,B,8,
2123,B,9,
2124,B,9,
2125,B,8,
2126,B,8,
2127,,,
2128,B,8,
2129,B,8,
2130,B,9,
2131,B,9,
2132,B,9,
2133,B,9,
2134,B,9,
2135,,,
2136,,,
2137,B,10,
2138,B,10,
2139,B,9,
2140,B,9,
2141,B,9,
2142,,,
2143,H,9,
2144,H,9,
2145,,,
2146,B,10,
2147,,,
2148,,,
2149,B,8,
2150,,,
2151,,,
2152,B,9,
2153,B,9,
2154,B,9,
2155,B,8,
2156,B,8,
2157,B,8,
2158,B,8,
2159,B,8,
2160,B,8,
2161,B,8,
2162,B,8,
2163,,,
2164,B,11.5,
2165,B,11.5,
2166,B,11.5,
2167,B,9,
2168,,,
2169,B,8.5,
2170,B,8.5,
2171,B,8.5,
2172,,,
2173,B,10,
2174,B,10,
2175,B,10,
2176,B,10,
2177,,,
2178,,,
2179,B,9,
2180,B,9,
2181,,,
2182,B,8.5,
2183,B,8.5,
2184,B,11,
2185,B,11,
2186,,,
2187,B,11,
2188,B,11,
2189,B,11,
2190,,,
2191,H,9,
2192,H,9,
2193,H,9,
2194,B,8,
2195,B,7,
2196,B,8,
2197,B,8,
2198,,,
2199,B,8,
2200,B,8,
2201,B,8,
2202,B,8,
2203,B,10,
2204,B,10,
2205,,,
2206,B,10,
2207,B,10,
2208,B,8,
2209,B,8,
2210,B,9,
2211,B,9,
2212,B,9,
2213,B,9,
2214,B,9,
2215,B,9,
2216,B,9,
2217,B,9,
2218,B,9,
2219,B,9,
2220,B,9,
2221,B,10,
2222,B,10,
2223,B,11,
2224,B,11,
2225,B,11,
2226,B,8,
2227,B,8,
2228,B,9,
2229,B,9,
2230,B,11,
2231,B,11,
2232,,,
2233,B,11,
2234,B,11,
2235,B,11,
2236,B,11,
2237,B,11,
2238,B,9,
2239,B,9,
2240,B,9,
2241,B,9,
2242,B,9,
2243,B,9,
2244,,,
2245,B,9,
2246,B,11,
2247,,,
2248,,,
2249,B,11,
2250,B,11,
2251,B,10,
2252,B,10,
2253,,,
2254,B,10,
2255,B,11.5,
2256,B,11,
2257,B,11,
2258,,,
2259,B,10,
2260,B,10,
2261,B,8.5,
2262,B,8.5,
2263,B,8.5,
2264,B,11.5,
2265,B,11,
2266,B,11,
2267,B,11,
2268,,,
2269,B,9,
2270,B,9,
2271,,,
2272,B,9,
2273,B,8,
2274,,,
2275,,,
2276,,,
2277,B,10,
2278,B,10,
2279,B,10,
2280,B,11,
2281,B,10,
2282,B,9,
2283,B,9,
2284,B,9,
2285,,,
2286,,,
2287,H,9,
2288,H,9,
2289,H,9,
2290,H,9,
2291,B,7,
2292,B,7,
2293,B,8,
2294,B,8,
2295,,,
2296,B,10,
2297,B,10,
2298,,,
2299,B,10,
2300,B,10,
2301,RD,10,
2302,RD,10,
2303,RD,10,
2304,RD,10,
2305,RD,10,
2306,RD,9,
2307,RD,9,
2308,RD,9,
2309,RD,9,
2310,RD,9,
2311,RD,9,
2312,RD,9,
2313,RD,9,
2314,RD,9,
2315,RD,9,
2316,RD,9,
2317,RD,9,
2318,RD,9,
2319,RD,12,
2320,RD,12,
2321,RD,12,
2322,RD,12,
2323,RD,11,
2324,RD,11,
2325,RD,11,
2326,RD,11,
2327,RD,11,
2328,RD,10,
2329,RD,10,
2330,RD,10,
2331,RD,10,
2332,RD,11,
2333,RD,11,
2334,RD,11,
2335,RD,11,
2336,RD,11,
2337,RD,12,
2338,RD,12,
2339,RD,12,
2340,RD,12,
2341,RD,12,
2342,RD,12,
2343,RD,12,
2344,RD,12,
2345,RD,12,
2346,RD,12,
2347,RD,12,
2348,RD,12,
2349,RD,12,
2350,RD,12,
2351,RD,12,
2352,RD,12,
2353,RD,12,
2354,,,
2355,RD,9,
2356,RD,9,
2357,RD,9,
2358,RD,9,
2359,RD,9,
2360,RD,9,
2361,RD,10,
2362,,,
2363,RD,10,
2364,RD,11,
2365,RD,11,
2366,RD,11,
2367,RD,11,
2368,RD,11,
2369,RD,11,
2370,RD,11,
2371,RD,12,
2372,RD,12,
2373,RD,9,
2374,RD,9,
2375,RD,12,
2376,RD,12,
2377,RD,12,
2378,RD,12,
2379,RD,10,
2380,RD,10,
2381,,,
2382,RD,9,
2383,RD,9,
2384,RD,9,
2385,,,
2386,RD,8,
2387,RD,9,
2388,RD,9,
2389,RD,9,
2390,RD,9,
2391,,,
2392,H,11,
2393,H,11,
2394,RD,10,
2395,RD,10,
2396,RD,10,
2397,,,
2398,,,
2399,RD,9,
2400,RD,9,
2401,RD,10,
2402,RD,10,
2403,RD,10,
2404,RD,10,
2405,RD,10,
2406,RD,10,
2407,RD,10,
2408,RD,10,
2409,RD,10,
2410,RD,9,
2411,RD,9,
2412,RD,9,
2413,RD,9,
2414,RD,10,
2415,RD,10,
2416,RD,9,
2417,RD,9,
2418,RD,9,
2419,RD,9,
2420,RD,9,
2421,RD,9,
2422,RD,9,
2423,RD,9,
2424,RD,9,
2425,RD,9,
2426,RD,9,
2427,RD,10,
2428,RD,9,
2429,RD,9,
2430,RD,8,
2431,RD,8,
2432,RD,9,
2433,RD,9,
2434,RD,9,
2435,RD,9,
2436,RD,9,
2437,RD,9,
2438,RD,9,
2439,RD,10,
2440,RD,10,
2441,RD,11,
2442,,,
2443,,,
2444,,,
2445,RD,11,
2446,RD,9,
2447,RD,9,
2448,RD,9,
2449,RD,9,
2450,RD,10,
2451,RD,10,
2452,RD,10,
2453,,,
2454,RD,9,
2455,RD,10,
2456,RD,10,
2457,RD,9,
2458,RD,9,
2459,RD,10,
2460,RD,10,
2461,,,
2462,,,
2463,RD,10,
2464,RD,9,
2465,RD,9,
2466,RD,9,
2467,,,
2468,RD,10,
2469,RD,10,
2470,,,
2471,,,
2472,RD,12,
2473,RD,10,
2474,RD,10,
2475,RD,10,
2476,RD,10,
2477,RD,10,
2478,RD,10,
2479,RD,10,
2480,RD,12,
2481,,,
2482,RD,9,
2483,RD,9,
2484,,,
2485,,,
2486,RD,11,
2487,RD,11,
2488,RD,11,
2489,RD,10,
2490,,,
2491,RD,9,
2492,RD,9,
2493,RD,9,
2494,RD,9,
2495,,,
2496,RD,10,
2497,RD,10,
2498,,,
2499,RD,10,
2500,RD,10,
2501,B,11,
2502,B,11,
2503,B,11,
2504,B,11,
2505,B,11,
2506,B,11,
2507,B,11,
2508,B,11,
2509,B,11,
2510,B,11,
2511,B,11,
2512,B,11,
2513,B,11,
2514,,,
2515,B,11,
2516,B,12,
2517,B,12,
2518,B,12,
2519,B,11,
2520,B,11,
2521,B,11,
2522,B,11,
2523,B,11,
2524,B,11,
2525,B,11,
2526,B,11,
2527,B,11,
2528,B,11,
2529,B,11,
2530,B,11,
2531,B,11,
2532,B,11,
2533,B,11,
2534,B,11,
2535,B,11,
2536,,,
2537,B,11,
2538,B,11,
2539,B,11,
2540,B,11,
2541,B,11,
2542,B,11,
2543,B,10,
2544,B,10,
2545,B,10,
2546,B,11,
2547,B,11,
2548,B,11,
2549,B,11,
2550,B,11,
2551,B,11,
2552,B,11,
2553,B,11,
2554,B,11,
2555,B,11,
2556,B,11,
2557,,,
2558,B,11,
2559,B,11,
2560,B,9,
2561,,,
2562,,,
2563,,,
2564,B,9,
2565,B,9,
2566,B,9,
2567,,,
2568,,,
2569,B,9,
2570,B,9,
2571,,,
2572,,,
2573,B,10,
2574,B,10,
2575,B,10,
2576,B,9,
2577,B,9,
2578,B,9,
2579,B,11,
2580,B,11,
2581,,,
2582,B,9,
2583,B,9,
2584,B,9,
2585,B,10,
2586,B,10,
2587,B,10,
2588,B,11,
2589,,,
2590,B,11,
2591,B,9,
2592,B,9,
2593,B,9,
2594,B,10,
2595,B,10,
2596,B,10,
2597,B,10,
2598,,,
2599,B,10,
2600,B,10,
2601,,,
2602,RD,10,
2603,RD,10,
2604,RD,10,
2605,RD,10,
2606,RD,10,
2607,RD,9,
2608,RD,9,
2609,RD,9,
2610,RD,12,
2611,,,
2612,RD,10,
2613,,,
2614,,,
2615,RD,8,
2616,RD,8,
2617,RD,8,
2618,RD,8,
2619,RD,10,
2620,,,
2621,RD,10,
2622,,,
2623,RD,9,
2624,,,
2625,RD,10,
2626,,,
2627,,,
2628,RD,9,
2629,,,
2630,,,
2631,RD,9,
2632,RD,9,
2633,RD,9,
2634,RD,9,
2635,,,
2636,RD,10,
2637,RD,10,
2638,,,
2639,RD,8,
2640,RD,8,
2641,RD,8,
2642,RD,8,
2643,RD,10,
2644,RD,10,
2645,RD,10,
2646,,,
2647,RD,12,
2648,RD,12,
2649,RD,12,
2650,RD,12,
2651,RD,12,
2652,,,
2653,,,
2654,RD,9,
2655,RD,11,
2656,RD,11,
2657,RD,11,
2658,RD,11,
2659,RD,11,
2660,,,
2661,,,
2662,,,
2663,RD,9,
2664,RD,10,
2665,RD,10,
2666,RD,9,
2667,RD,9,
2668,RD,9,
2669,RD,9,
2670,RD,9,
2671,RD,9,
2672,RD,9,
2673,RD,11,
2674,RD,11,
2675,RD,11,
2676,RD,11,
2677,RD,11,
2678,RD,11,
2679,RD,9,
2680,RD,9,
2681,,,
2682,RD,7,
2683,RD,7,
2684,RD,7,
2685,RD,7,
2686,RD,9,
2687,RD,9,
2688,RD,9,
2689,RD,8,
2690,,,
2691,RD,9,
2692,RD,9,
2693,RD,8,
2694,RD,8,
2695,RD,7,
2696,RD,7,
2697,RD,8,
2698,,,
2699,RD,8,
2700,,,
2701,B,11,
2702,B,11,
2703,B,11,
2704,B,11,
2705,B,11,
2706,B,11,
2707,B,10,
2708,B,10,
2709,B,10,
2710,B,11,
2711,B,11,
2712,,,
2713,B,11,
2714,,,
2715,B,11,
2716,B,10,
2717,B,10,
2718,,,
2719,B,11,
2720,B,11,
2721,B,11,
2722,B,11,
2723,,,
2724,,,
2725,B,13,
2726,B,13,
2727,B,13,
2728,B,10,
2729,,,
2730,B,10,
2731,B,10,
2732,,,
2733,B,11,
2734,B,11,
2735,,,
2736,,,
2737,B,11,
2738,B,11,
2739,B,10,
2740,B,11,
2741,,,
2742,B,10,
2743,B,10,
2744,B,9,
2745,,,
2746,,,
2747,,,
2748,B,10,
2749,B,10,
2750,B,10,
2751,B,10,
2752,B,11,
2753,,,
2754,B,11,
2755,B,11,
2756,B,11,
2757,B,11,
2758,B,11,
2759,B,11,
2760,B,11,
2761,B,11,
2762,B,11.5,
2763,B,11.5,
2764,B,8,
2765,B,7,
2766,B,8,
2767,B,8,
2768,B,8,
2769,B,8,
2770,B,8,
2771,B,8,
2772,B,8,
2773,,,
2774,,,
2775,,,
2776,B,10,
2777,B,10,
2778,B,10,
2779,B,10,
2780,B,10,
2781,,,
2782,B,9,
2783,,,
2784,,,
2785,B,9,
2786,B,9,
2787,B,9,
2788,B,9,
2789,,,
2790,,,
2791,B,8,
2792,B,8,
2793,B,8,
2794,B,8,
2795,B,8,
2796,B,8,
2797,B,9,
2798,,,
2799,,,
2800,B,9,
2801,B,11,
2802,B,11,
2803,B,11,
2804,,,
2805,B,10,
2806,B,10,
2807,,,
2808,B,11,
2809,B,11,
2810,B,11,
2811,,,
2812,,,
2813,B,10,
2814,B,10,
2815,B,11,
2816,B,11,
2817,,,
2818,,,
2819,B,10,
2820,B,10,
2821,B,9,
2822,B,9,
2823,,,
2824,B,11,
2825,B,11,
2826,,,
2827,,,
2828,,,
2829,B,9,
2830,B,10,
2831,,,
2832,,,
2833,B,10,
2834,B,10,
2835,B,9,
2836,,,
2837,,,
2838,B,11,
2839,B,11,
2840,,,
2841,B,11,
2842,B,11,
2843,,,
2844,B,10,
2845,B,10,
2846,,,
2847,B,9,
2848,B,9,
2849,,,
2850,B,12,
2851,B,12,
2852,,,
2853,B,10,
2854,B,10,
2855,,,
2856,B,11,
2857,B,11,
2858,,,
2859,,,
2860,B,9,
2861,B,9,
2862,,,
2863,B,11,
2864,B,8,
2865,B,8,
2866,B,8,
2867,B,7,
2868,B,7,
2869,B,7,
2870,B,7,
2871,B,8,
2872,B,8,
2873,,,
2874,,,
2875,B,8,
2876,B,8,
2877,B,8,
2878,B,8,
2879,B,8,
2880,B,8,
2881,B,8,
2882,B,9,
2883,,,
2884,,,
2885,,,
2886,B,9,
2887,B,9,
2888,B,8,
2889,B,8,
2890,B,8,
2891,B,8,
2892,B,8,
2893,B,8,
2894,B,8,
2895,B,8,
2896,B,8,
2897,B,8,
2898,,,
2899,B,8,
2900,B,8,
2901,,,
2902,,,
2903,,,
2904,,,
2905,,,
2906,,,
2907,,,
2908,,,
2909,,,
2910,,,
2911,,,
2912,,,
2913,,,
2914,,,
2915,,,
2916,,,
2917,,,
2918,,,
2919,,,
2920,,,
2921,,,
2922,,,
2923,,,
2924,,,
2925,,,
2926,,,
2927,,,
2928,,,
2929,,,
2930,,,
2931,,,
2932,,,
2933,,,
2934,,,
2935,,,
2936,,,
2937,,,
2938,,,
2939,,,
2940,,,
2941,,,
2942,,,
2943,,,
2944,,,
2945,,,
2946,,,
2947,,,
2948,,,
2949,,,
2950,,,
2951,,,
2952,,,
2953,,,
2954,,,
2955,,,
2956,,,
2957,,,
2958,,,
2959,,,
2960,,,
2961,,,
2962,,,
2963,,,
2964,,,
2965,,,
2966,,,
2967,,,
2968,,,
2969,,,
2970,,,
2971,,,
2972,,,
2973,,,
2974,,,
2975,,,
2976,,,
2977,,,
2978,,,
2979,,,
2980,,,
2981,,,
2982,,,
2983,,,
2984,,,
2985,,,
2986,,,
2987,,,
2988,,,
2989,,,
2990,,,
2991,,,
2992,,,
2993,,,
2994,,,
2995,,,
2996,,,
2997,,,
2998,,,
2999,,,
3000,,,
3001,,,
3002,,,
3003,,,
3004,,,
3005,,,
3006,,,
3007,,,
3008,,,
3009,,,
3010,,,
3011,,,
3012,,,
3013,,,
3014,,,
3015,,,
3016,,,
3017,,,
3018,,,
3019,,,
3020,,,
3021,,,
3022,,,
3023,,,
3024,,,
3025,,,
3026,,,
3027,,,
3028,,,
3029,,,
3030,,,
3031,,,
3032,,,
3033,,,
3034,,,
3035,,,
3036,,,
3037,,,
3038,,,
3039,,,
3040,,,
3041,,,
3042,,,
3043,,,
3044,,,
3045,,,
3046,,,
3047,,,
3048,,,
3049,,,
3050,,,
3051,,,
3052,,,
3053,,,
3054,,,
3055,,,
3056,,,
3057,,,
3058,,,
3059,,,
3060,,,
3061,,,
3062,,,
3063,,,
3064,,,
3065,,,
3066,,,
3067,,,
3068,,,
3069,,,
3070,,,
3071,,,
3072,,,
3073,,,
3074,,,
3075,,,
3076,,,
3077,,,
3078,,,
3079,,,
3080,,,
3081,,,
3082,,,
3083,,,
3084,,,
3085,,,
3086,,,
3087,,,
3088,,,
3089,,,
3090,,,
3091,,,
3092,,,
3093,,,
3094,,,
3095,,,
3096,,,
3097,,,
3098,,,
3099,,,
3100,,,
3101,,,
3102,,,
3103,,,
3104,,,
3105,,,
3106,,,
3107,,,
3108,,,
3109,,,
3110,,,
3111,,,
3112,,,
3113,,,
3114,,,
3115,,,
3116,,,
3117,,,
3118,,,
3119,,,
3120,,,
3121,,,
3122,,,
3123,,,
3124,,,
3125,,,
3126,,,
3127,,,
3128,,,
3129,,,
3130,,,
3131,,,
3132,,,
3133,,,
3134,,,
3135,,,
3136,,,
3137,,,
3138,,,
3139,,,
3140,,,
3141,,,
3142,,,
3143,,,
3144,,,
3145,,,
3146,,,
3147,,,
3148,,,
3149,,,
3150,,,
3151,,,
3152,,,
3153,,,
3154,,,
3155,,,
3156,,,
3157,,,
3158,,,
3159,,,
3160,,,
3161,,,
3162,,,
3163,,,
3164,,,
3165,,,
3166,,,
3167,,,
3168,,,
3169,,,
3170,,,
3171,,,
3172,,,
3173,,,
3174,,,
3175,,,
3176,,,
3177,,,
3178,,,
3179,,,
3180,,,
3181,,,
3182,,,
3183,,,
3184,,,
3185,,,
3186,,,
3187,,,
3188,,,
3189,,,
3190,,,
3191,,,
3192,,,
3193,,,
3194,,,
3195,,,
3196,,,
3197,,,
3198,,,
3199,,,
3200,,,
3201,,,
3202,B,9,
3203,B,9,
3204,,,
3205,,,
3206,B,10,
3207,B,10,
3208,B,10,
3209,B,10,
3210,B,7,
3211,B,7,
3212,B,7,
3213,B,7,
3214,B,7,
3215,,,
3216,,,
3217,B,9,
3218,B,9,
3219,,,
3220,,,
3221,B,9,
3222,B,9,
3223,,,
3224,B,10,
3225,B,10,
3226,B,10,
3227,B,10,
3228,,,
3229,,,
3230,B,10,
3231,B,10,
3232,,,
3233,,,
3234,,,
3235,B,10,
3236,B,10,
3237,B,10,
3238,B,10,
3239,B,10,
3240,,,
3241,B,10,
3242,B,10,
3243,,,
3244,B,10,
3245,B,10,
3246,B,12,
3247,B,12,
3248,B,12,
3249,B,10,
3250,B,10,
3251,B,10,
3252,,,
3253,B,10,
3254,B,10,
3255,B,11.5,
3256,B,11.5,
3257,,,
3258,,,
3259,B,9,
3260,B,9,
3261,,,
3262,B,8.5,
3263,B,8.5,
3264,B,10,
3265,B,10,
3266,B,10,
3267,B,10,
3268,B,8.5,
3269,B,8.5,
3270,B,8.5,
3271,,,
3272,B,9,
3273,B,11,
3274,B,11,
3275,,,
3276,B,10,
3277,B,10,
3278,B,10,
3279,,,
3280,,,
3281,B,10,
3282,B,11,
3283,B,11,
3284,,,
3285,,,
3286,B,10,
3287,B,10,
3288,,,
3289,,,
3290,H,8.5,
3291,H,7,
3292,H,7,
3293,H,7,
3294,B,7,
3295,B,7,
3296,,,
3297,,,
3298,,,
3299,B,7,
3300,B,7,
3301,,,
3302,,,
3303,,,
3304,,,
3305,,,
3306,,,
3307,,,
3308,,,
3309,,,
3310,,,
3311,,,
3312,,,
3313,,,
3314,,,
3315,,,
3316,,,
3317,,,
3318,,,
3319,,,
3320,,,
3321,,,
3322,,,
3323,,,
3324,,,
3325,,,
3326,,,
3327,,,
3328,,,
3329,,,
3330,,,
3331,,,
3332,,,
3333,,,
3334,,,
3335,,,
3336,,,
3337,,,
3338,,,
3339,,,
3340,,,
3341,,,
3342,,,
3343,,,
3344,,,
3345,,,
3346,,,
3347,,,
3348,,,
3349,,,
3350,,,
3351,,,
3352,,,
3353,,,
3354,,,
3355,,,
3356,,,
3357,,,
3358,,,
3359,,,
3360,,,
3361,,,
3362,,,
3363,,,
3364,,,
3365,,,
3366,,,
3367,,,
3368,,,
3369,,,
3370,,,
3371,,,
3372,,,
3373,,,
3374,,,
3375,,,
3376,,,
3377,,,
3378,,,
3379,,,
3380,,,
3381,,,
3382,,,
3383,,,
3384,,,
3385,,,
3386,,,
3387,,,
3388,,,
3389,,,
3390,,,
3391,,,
3392,,,
3393,,,
3394,,,
3395,,,
3396,,,
3397,,,
3398,,,
3399,,,
3400,,,
3401,,,
3402,,,
3403,,,
3404,,,
3405,,,
3406,,,
3407,,,
3408,,,
3409,,,
3410,,,
3411,,,
3412,,,
3413,,,
3414,,,
3415,,,
3416,,,
3417,,,
3418,,,
3419,,,
3420,,,
3421,,,
3422,,,
3423,,,
3424,,,
3425,,,
3426,,,
3427,,,
3428,,,
3429,,,
3430,,,
3431,,,
3432,,,
3433,,,
3434,,,
3435,,,
3436,,,
3437,,,
3438,,,
3439,,,
3440,,,
3441,,,
3442,,,
3443,,,
3444,,,
3445,,,
3446,,,
3447,,,
3448,,,
3449,,,
3450,,,
3451,,,
3452,,,
3453,,,
3454,,,
3455,,,
3456,,,
3457,,,
3458,,,
3459,,,
3460,,,
3461,,,
3462,,,
3463,,,
3464,,,
3465,,,
3466,,,
3467,,,
3468,,,
3469,,,
3470,,,
3471,,,
3472,,,
3473,,,
3474,,,
3475,,,
3476,,,
3477,,,
3478,,,
3479,,,
3480,,,
3481,,,
3482,,,
3483,,,
3484,,,
3485,,,
3486,,,
3487,,,
3488,,,
3489,,,
3490,,,
3491,,,
3492,,,
3493,,,
3494,,,
3495,,,
3496,,,
3497,,,
3498,,,
3499,,,
3500,,,
3501,H,,
3502,H,,
3503,H,,
3504,H,,
3505,H,,
3506,H,,
3507,H,,
3508,H,,
3509,H,,
3510,H,,
3511,H,,
3512,H,,
3513,H,,
3514,H,,
3515,H,,
3516,H,,
3517,H,,
3518,H,,
3519,H,,
3520,H,,
3521,H,,
3522,H,,
3523,H,,
3524,H,,
3525,H,,
3526,H,,
3527,H,,
3528,H,,
3529,H,,
3530,H,,
3531,H,,
3532,H,,
3533,H,,
3534,H,,
3535,H,,
3536,H,,
3537,H,,
3538,H,,
3539,H,,
3540,H,,
3541,H,,
3542,H,,
3543,H,,
3544,H,,
3545,H,,
3546,H,,
3547,H,,
3548,H,,
3549,H,,
3550,H,,
3551,H,,
3552,H,,
3553,H,,
3554,H,,
3555,H,,
3556,H,,
3557,H,,
3558,H,,
3559,H,,
3560,H,,
3561,H,,
3562,H,,
3563,H,,
3564,H,,
3565,H,,
3566,H,,
3567,H,,
3568,H,,
3569,H,,
3570,H,,
3571,H,,
3572,H,,
3573,H,,
3574,H,,
3575,H,,
3576,H,,
3577,H,,
3578,H,,
3579,H,,
3580,H,,
3581,H,,
3582,H,,
3583,H,,
3584,H,,
3585,H,,
3586,H,,
3587,H,,
3588,H,,
3589,H,,
3590,H,,
3591,H,,
3592,H,,
3593,H,,
3594,H,,
3595,H,,
3596,H,,
3597,H,,
3598,H,,
3599,H,,
3600,H,,
3601,H,,
3602,H,,
3603,H,,
3604,H,,
3605,H,,
3606,H,,
3607,H,,
3608,H,,
3609,H,,
3610,H,,
3611,H,,
3612,H,,
3613,H,,
3614,H,,
3615,H,,
3616,H,,
3617,H,,
3618,H,,
3619,H,,
3620,H,,
3621,H,,
3622,H,,
3623,H,,
3624,H,,
3625,H,,
3626,H,,
3627,H,,
3628,H,,
3629,H,,
3630,H,,
3631,H,,
3632,H,,
3633,H,,
3634,H,,
3635,H,,
3636,H,,
3637,H,,
3638,H,,
3639,H,,
3640,H,,
3641,H,,
3642,H,,
3643,H,,
3644,H,,
3645,H,,
3646,H,,
3647,H,,
3648,H,,
3649,H,,
3650,H,,
3651,H,,
3652,H,,
3653,H,,
3654,H,,
3655,H,,
3656,H,,
3657,H,,
3658,H,,
3659,H,,
3660,H,,
3661,H,,
3662,H,,
3663,H,,
3664,H,,
3665,H,,
3666,H,,
3667,H,,
3668,H,,
3669,H,,
3670,H,,
3671,H,,
3672,H,,
3673,H,,
3674,H,,
3675,H,,
3676,H,,
3677,H,,
3678,H,,
3679,H,,
3680,H,,
3681,H,,
3682,H,,
3683,H,,
3684,H,,
3685,H,,
3686,H,,
3687,H,,
3688,H,,
3689,H,,
3690,H,,
3691,H,,
3692,H,,
3693,H,,
3694,H,,
3695,H,,
3696,H,,
3697,H,,
3698,H,,
3699,H,,
3700,H,,
3701,H,,
3702,H,,
3703,H,,
3704,H,,
3705,H,,
3706,H,,
3707,H,,
3708,H,,
3709,H,,
3710,H,,
3711,H,,
3712,H,,
3713,H,,
3714,H,,
3715,H,,
3716,H,,
3717,H,,
3718,H,,
3719,H,,
3720,H,,
3721,H,,
3722,H,,
3723,H,,
3724,H,,
3725,H,,
3726,H,,
3727,H,,
3728,H,,
3729,H,,
3730,H,,
3731,H,,
3732,H,,
3733,H,,
3734,H,,
3735,H,,
3736,H,,
3737,H,,
3738,H,,
3739,H,,
3740,H,,
3741,H,,
3742,H,,
3743,H,,
3744,H,,
3745,H,,
3746,H,,
3747,H,,
3748,H,,
3749,H,,
3750,H,,
3751,H,,
3752,H,,
3753,H,,
3754,H,,
3755,H,,
3756,H,,
3757,H,,
3758,H,,
3759,H,,
3760,H,,
3761,H,,
3762,H,,
3763,H,,
3764,H,,
3765,H,,
3766,H,,
3767,H,,
3768,H,,
3769,H,,
3770,H,,
3771,H,,
3772,H,,
3773,H,,
3774,H,,
3775,H,,
3776,H,,
3777,H,,
3778,H,,
3779,H,,
